url,segments,flag
http://cul.anhuinews.com/system/2016/11/28/007515276.shtml,"洪 建华 夫妇 的 竹刻 人生
",1
http://cul.anhuinews.com/system/2016/11/21/007510305.shtml,"徽州 民歌 传人 操 明 花 校园 授艺
",1
http://cul.anhuinews.com/system/2016/11/03/007497425.shtml,"黄山 楹联 漫谈
",1
http://cul.anhuinews.com/system/2016/01/26/007194809.shtml,"徽派 雕刻 —— 徽州 木雕 艺术
",1
http://cul.anhuinews.com/system/2016/01/26/007194808.shtml,"徽派 雕刻 —— 徽州 砖雕 艺术
",1
http://cul.anhuinews.com/system/2016/01/26/007194805.shtml,"徽派 雕刻 —— 徽州 石雕 艺术
",1
http://cul.anhuinews.com/system/2016/01/26/007194776.shtml,"徽州 古 民居 雕刻 装饰 研究
",1
http://cul.anhuinews.com/system/2016/01/26/007194780.shtml,"徽派 雕刻 —— 忆 千 年 沧桑 ， 探秘 西 递 牌楼
",1
http://cul.anhuinews.com/system/2014/07/16/006488389.shtml,"谭 笔 戏墨
",1
http://cul.anhuinews.com/system/2014/07/16/006488386.shtml,"飞 虹 横卧 庐州 城 （ 二 ）
",1
http://cul.anhuinews.com/system/2014/07/15/006487406.shtml,"体古法 之 功 具 时法之新—— 吴 前琪 书法 漫谈
",1
http://cul.anhuinews.com/system/2014/07/14/006486489.shtml,"松萝 茶 被窃 秘史
",1
http://cul.anhuinews.com/system/2014/07/14/006486477.shtml,"徽派 雕刻 —— 古老 徽州 明清 建筑 中 木雕 艺术
",1
http://cul.anhuinews.com/system/2014/07/11/006485167.shtml,"徽州 为什么 称为 “ 文献 之 邦 ”
",1
http://cul.anhuinews.com/system/2014/07/10/006483550.shtml,"飞 虹 横卧 庐州 城 ( 一 )
",1
http://cul.anhuinews.com/system/2014/07/10/006483488.shtml,"新安 医学 ： 新安 郑氏 喉科 学术 著作 学术 特色
",1
http://cul.anhuinews.com/system/2014/07/07/006479567.shtml,"徽州 文化 : 全国 唯一 的 女 祠堂 —— 清 懿堂
",1
http://cul.anhuinews.com/system/2014/07/07/006479543.shtml,"华夏 文明 的 圣火 —— 皋陶 文化
",1
http://cul.anhuinews.com/system/2014/07/02/006475120.shtml,"桐城 派 的 三 个 时期 —— 初创 、 兴盛 、 末流
",1
http://cul.anhuinews.com/system/2014/06/30/006472720.shtml,"漫漫 古 皖道
",1
http://cul.anhuinews.com/system/2014/06/26/006469773.shtml,"安徽省 非物质 文化 遗产 ： 砖雕 、 石雕 、 木雕
",1
http://cul.anhuinews.com/system/2014/06/26/006469746.shtml,"徽州 文化 中 的 烟 文化
",1
http://cul.anhuinews.com/system/2014/06/26/006469719.shtml,"合肥 火 笔画
",1
http://cul.anhuinews.com/system/2014/06/24/006467283.shtml,"论 “ 桐城 派 ”
",1
http://cul.anhuinews.com/system/2014/06/19/006462652.shtml,"徽州 的 天井 文化
",1
http://cul.anhuinews.com/system/2014/06/19/006462648.shtml,"马头 墙 内外 的 徽州 女人
",1
http://cul.anhuinews.com/system/2014/06/17/006460205.shtml,"精雕细刻 铸 华章 —— 记 徽 雕 艺术家 曹 篁生
",1
http://cul.anhuinews.com/system/2014/06/17/006460178.shtml,"徽派 版画 ： 镌印 艺术 传奇
",1
http://cul.anhuinews.com/system/2014/06/17/006460057.shtml,"新安 理学
",1
http://cul.anhuinews.com/system/2014/06/12/006455947.shtml,"文脉 蜿蜒 拓 徽州
",1
http://cul.anhuinews.com/system/2014/06/11/006454739.shtml,"新安 碑 园林 “ 窗门 ” ， 靓出 一 道 古 徽 蜃景
",1
http://cul.anhuinews.com/system/2014/06/06/006450974.shtml,"老城 之 井
",1
http://cul.anhuinews.com/system/2014/06/06/006450969.shtml,"怀宁 小 市 自古 就 享有 “ 长诗 圣地 ” 的 美誉
",1
http://cul.anhuinews.com/system/2014/05/27/006442781.shtml,"建安 文坛 上 成就 最高 的 作家 —— 曹植
",1
http://cul.anhuinews.com/system/2014/05/22/006439514.shtml,"徽州 木雕 ： 雕花 撰 朵 富丽 繁华 名 工 巧匠 辈出
",1
http://cul.anhuinews.com/system/2014/05/21/006438564.shtml,"古 今 诗人 名家 关于 吟咏 巢湖 诗歌 及 楹联 匾额
",1
http://cul.anhuinews.com/system/2014/05/21/006438554.shtml,"杜牧 《 登 九 峰 楼 寄 张祜 》 —— 诗歌 鉴赏
",1
http://cul.anhuinews.com/system/2014/05/19/006435984.shtml,"关于 诗仙 李 白 和 池州 九华山 的 相关 史料 考辨
",1
http://cul.anhuinews.com/system/2014/05/19/006435960.shtml,"《 君山 月夜 泛舟 记 》 —— 吴 敏树
",1
http://cul.anhuinews.com/system/2014/05/15/006432156.shtml,"宿松 千 岭 “ 唐朝 敕封 鲁 国公 仁寿 王 ” 碑考
",1
http://cul.anhuinews.com/system/2014/05/09/006424523.shtml,"花 开花 落 终 留 痕 —— 浅谈 徽州 木版 年画
",1
http://cul.anhuinews.com/system/2014/05/04/006416110.shtml,"“ 竹 北 移 ” 画室 表 意志
",1
http://cul.anhuinews.com/system/2017/01/10/007542995.shtml,"安徽省 重要 的 非物质 文化 遗产 之 -- 芜湖 马灯
",1
http://cul.anhuinews.com/system/2016/12/08/007522799.shtml,"徽州 晒 秋 —— “ 苞芦松 ”
",1
http://cul.anhuinews.com/system/2016/11/23/007512392.shtml,"歙县 瓷 烛台 赏析
",1
http://cul.anhuinews.com/system/2016/11/16/007507079.shtml,"筛子 里 的 徽州 味道
",1
http://cul.anhuinews.com/system/2016/11/07/007499761.shtml,"休宁 ： 特色 民俗 引 客来
",1
http://cul.anhuinews.com/system/2016/10/18/007484534.shtml,"许 村 大刀 舞 ， 威风 ！
",1
http://cul.anhuinews.com/system/2016/09/29/007472978.shtml,"屯溪 吊狮
",1
http://cul.anhuinews.com/system/2016/09/27/007471194.shtml,"徽州 人 的 书写
",1
http://cul.anhuinews.com/system/2016/06/22/007390189.shtml,"山 能 赋诗 水 会 歌唱 ： 新安 有 一 条 河 叫 横 江
",1
http://cul.anhuinews.com/system/2016/06/22/007390183.shtml,"徽州 古建 装饰 的 文化 价值 ： 宁可 内 简 也 要 外 奢
",1
http://cul.anhuinews.com/system/2016/06/22/007390172.shtml,"徽派 建筑 的 性别 ： 美人 靠 、 小姐 绣 楼 、 贞节 牌坊
",1
http://cul.anhuinews.com/system/2016/06/22/007390168.shtml,"梦 进 徽州 ： 村庄 的 历史 ， 流动 的 徽韵
",1
http://cul.anhuinews.com/system/2016/05/23/007355686.shtml,"徽州 石碑 ： 记录 着 徽州 的 乡风 民俗 人情世故
",1
http://cul.anhuinews.com/system/2016/04/05/007291947.shtml,"砚雕 大师 胡 秋生 ： 胼手胝足 到 唐 装 儒雅
",1
http://cul.anhuinews.com/system/2016/04/05/007291945.shtml,"黟县 人 的 一日三餐
",1
http://cul.anhuinews.com/system/2016/04/05/007291276.shtml,"徽 字 趣谈 ： 大 山下 两 个 人 穿 丝褂 说 着 文言文
",1
http://cul.anhuinews.com/system/2016/02/06/007211090.shtml,"徽派 建筑 风水 之 美 与 徽州 古 村落 的 风水 文化
",1
http://cul.anhuinews.com/system/2016/02/06/007211069.shtml,"安徽省 商业 流通 民俗 大全
",1
http://cul.anhuinews.com/system/2016/02/06/007211050.shtml,"安徽 地区 婴儿 出生 传统 礼俗
",1
http://cul.anhuinews.com/system/2016/02/06/007211028.shtml,"春节 习俗 —— 倒贴 福 字 的 来历
",1
http://cul.anhuinews.com/system/2016/02/05/007210134.shtml,"安徽 土特产 之六 安 土特产
",1
http://cul.anhuinews.com/system/2016/02/05/007210132.shtml,"安徽 土特产 之 巢湖 土特产
",1
http://cul.anhuinews.com/system/2016/02/05/007210131.shtml,"安徽 土特产 之 芜湖 土特产
",1
http://cul.anhuinews.com/system/2016/02/05/007210130.shtml,"安徽 土特产 之马 鞍山 土特产
",1
http://cul.anhuinews.com/system/2016/02/05/007210086.shtml,"宣城市 宣州区 水 阳 河东 两 牌坊
",1
http://cul.anhuinews.com/system/2016/02/05/007210082.shtml,"一 座 漂洋过海 的 老 房子 —— 荫 余 堂
",1
http://cul.anhuinews.com/system/2016/02/05/007210075.shtml,"安徽 春节 习俗 ： 有钱 没 钱 ， 剃头 过年
",1
http://cul.anhuinews.com/system/2016/02/05/007210062.shtml,"年夜饭 的 种种 名堂
",1
http://cul.anhuinews.com/system/2016/02/05/007210058.shtml,"安徽 各地 年夜饭 风俗
",1
http://cul.anhuinews.com/system/2016/02/05/007210047.shtml,"过去 的 年 味 ： 腊月 说 “ 腊”
",1
http://cul.anhuinews.com/system/2016/02/05/007210039.shtml,"人 趋 似 堵墙 归来 寻 坠 珥—— 老婆 歌
",1
http://cul.anhuinews.com/system/2016/02/05/007210037.shtml,"那些 远 去 的 庐 阳 端午 习俗
",1
http://cul.anhuinews.com/system/2016/02/05/007210032.shtml,"供奉 灶君 ： “ 过小 年 ” 的 思考
",1
http://cul.anhuinews.com/system/2016/02/05/007210031.shtml,"旧 记忆 ： 灰青 色 的 瓦屋
",1
http://cul.anhuinews.com/system/2016/02/05/007210030.shtml,"徽州 老 风俗 ： 过年 听 说书
",1
http://cul.anhuinews.com/system/2016/02/03/007205977.shtml,"老 手艺 ： 定远 花布 印染
",1
http://cul.anhuinews.com/system/2016/02/03/007205974.shtml,"老 风俗 ： 定远 令狐 塔 庙会
",1
http://cul.anhuinews.com/system/2016/02/03/007205969.shtml,"老 习俗 ： 明 光 三 界 庙会
",1
http://cul.anhuinews.com/system/2016/02/03/007205963.shtml,"老 手艺 ： 滁菊 制作 工艺
",1
http://cul.anhuinews.com/system/2016/02/03/007205939.shtml,"关于 宿松 民歌 《 打铁 歌 》
",1
http://cul.anhuinews.com/system/2016/02/03/007205788.shtml,"老 物件 之 木叉 ： 过去 摊 场 翻 场 堆垛 都 少不了
",1
http://cul.anhuinews.com/system/2016/02/03/007205775.shtml,"老 物件 之 木 锨 ： 曾经 是 脱粒 时 的 必备 工具
",1
http://cul.anhuinews.com/system/2016/02/03/007205770.shtml,"与 棋盘 山 两两 相望 的 解愠台
",1
http://cul.anhuinews.com/system/2016/02/03/007205733.shtml,"花山谜窟古 徽州 的 巨大 悬疑
",1
http://cul.anhuinews.com/system/2017/01/04/007539575.shtml,"徽州 竹刻 艺人 陈 照军 “ 以 刀 代笔 ” 在 竹 皮 1 毫米 下 刻 神奇
",1
http://cul.anhuinews.com/system/2016/12/29/007536779.shtml,"韵 继 八代 罗 经
",1
http://cul.anhuinews.com/system/2016/12/23/007533461.shtml,"徽州 茶 人 小传 ： 汪 序昭
",1
http://cul.anhuinews.com/system/2016/11/22/007511083.shtml,"探秘 “ 超级 宣纸 ” 制作 工艺
",1
http://cul.anhuinews.com/system/2016/11/17/007508029.shtml,"贾 道儒 行 竹雕 人
",1
http://cul.anhuinews.com/system/2016/11/03/007497415.shtml,"吴 成林 让 徽墨 飘香 四海
",1
http://cul.anhuinews.com/system/2016/10/19/007485316.shtml,"剪纸 技艺 一 枝 梅 —— 记 非 遗 徽州 剪纸 代表性 传承 人 吴 笑梅
",1
http://cul.anhuinews.com/system/2016/09/27/007471189.shtml,"墨 都 小 天地人 生 大 舞台
",1
http://cul.anhuinews.com/system/2016/02/01/007202241.shtml,"歙县 境内 主要 书法 刻石
",1
http://cul.anhuinews.com/system/2016/01/28/007198016.shtml,"徽州 人 的 和谐 思维 及 实践
",1
http://cul.anhuinews.com/system/2016/01/28/007197986.shtml,"徽学 的 界定 及其 研究 方法
",1
http://cul.anhuinews.com/system/2016/01/26/007194791.shtml,"徽派 雕刻 —— 徽州 竹雕 艺术
",1
http://cul.anhuinews.com/system/2016/01/26/007194883.shtml,"技艺 高超 的 黄氏 刻工
",1
http://cul.anhuinews.com/system/2016/01/26/007194882.shtml,"方氏 墨 谱 —— 墨 模 雕刻 图谱 集
",1
http://cul.anhuinews.com/system/2016/01/26/007194879.shtml,"徽派 篆刻 刀法 —— 冲 刀法
",1
http://cul.anhuinews.com/system/2016/01/26/007194873.shtml,"程氏 墨 苑 —— 墨 模 雕刻 图谱 集
",1
http://cul.anhuinews.com/system/2016/01/26/007194866.shtml,"徽派 篆刻
",1
http://cul.anhuinews.com/system/2016/01/26/007194865.shtml,"徽派 刻 书
",1
http://cul.anhuinews.com/system/2016/01/26/007194863.shtml,"徽派 版画
",1
http://cul.anhuinews.com/system/2016/01/26/007194849.shtml,"雕梁画栋 的 徽州 木雕
",1
http://cul.anhuinews.com/system/2016/01/26/007194837.shtml,"黟县 碑刻 档案 及其 抢救 保护
",1
http://cul.anhuinews.com/system/2016/01/26/007194826.shtml,"徽 雕 ： 亦 商 亦 儒写 风流
",1
http://cul.anhuinews.com/system/2016/01/26/007194821.shtml,"徽 雕 四 绝 ： 三 分 精美 七 分 雅致
",1
http://cul.anhuinews.com/system/2016/01/26/007194812.shtml,"钱 步 辉 的 雕塑 《 花鼓女 》
",1
http://cul.anhuinews.com/system/2016/01/26/007194784.shtml,"徽派 雕刻 —— 古老 徽州 明清 建筑 中 木雕 艺术
",1
http://cul.anhuinews.com/system/2016/01/26/007194788.shtml,"徽派 雕刻 —— 徽州 三 雕
",1
http://cul.anhuinews.com/system/2016/01/25/007192646.shtml,"建设 美丽 乡村 要 传承 好 “ 乡土 文化 ”
",1
http://cul.anhuinews.com/system/2016/01/18/007181322.shtml,"黄 景仁 笔下 的 安庆
",1
http://cul.anhuinews.com/system/2016/01/07/007166350.shtml,"徽学 、 徽 文化 不 应受 地域 影响
",1
http://cul.anhuinews.com/system/2015/03/25/006730421.shtml,"古琴 天籁 之音 绕 七弦
",1
http://cul.anhuinews.com/system/2014/11/04/006588610.shtml,"砀山 唢呐 传统 曲目 “ 叫 句子 ” 获奖
",1
http://cul.anhuinews.com/system/2014/07/18/006490585.shtml,"访 徽州 漆器 髹饰 技艺 国家级 传承 人 ： 甘 而可
",1
http://cul.anhuinews.com/system/2014/07/14/006486457.shtml,"竹编 ， 一个 老人 的 梦 —— 专访 徽州 竹编 传承 人 曹 德泉
",1
http://cul.anhuinews.com/system/2014/07/10/006483513.shtml,"割 不断 的 乡土 情结 —— 记 著名 现代 人物 画家 方 贤道
",1
http://cul.anhuinews.com/system/2014/06/19/006462685.shtml,"葫芦 烙画 郑 小良
",1
http://cul.anhuinews.com/system/2014/05/22/006439520.shtml,"晚清 印 坛 巨擘 ， 黟山 篆刻 宗师 —— 黄 士陵
",1
http://cul.anhuinews.com/system/2009/07/14/002294745.shtml,"徽学 百 家 —— 程敏 政
",1
http://cul.anhuinews.com/system/2009/07/14/002294744.shtml,"徽学 百 家 —— 黄 士陵
",1
http://cul.anhuinews.com/system/2009/07/14/002294743.shtml,"徽学 百 家 —— 胡 正言
",1
http://cul.anhuinews.com/system/2009/07/14/002294749.shtml,"徽学 百 家 —— 汪 机
",1
http://cul.anhuinews.com/system/2009/07/14/002294748.shtml,"徽学 百 家 —— 胡 天柱
",1
http://cul.anhuinews.com/system/2009/07/14/002294747.shtml,"郑 复光
",1
http://cul.anhuinews.com/system/2009/07/14/002294746.shtml,"吴 鲁衡
",1
http://cul.anhuinews.com/system/2009/07/14/002294752.shtml,"徽学 百 家 —— 胡 正言
",1
http://cul.anhuinews.com/system/2009/07/14/002294751.shtml,"女 散文家 —— 苏 雪林
",1
http://cul.anhuinews.com/system/2009/07/14/002294750.shtml,"徽学 百 家 —— 方腊
",1
http://cul.anhuinews.com/system/2009/06/24/002281066.shtml,"徽学 百 家 —— 朱熹
",1
http://cul.anhuinews.com/system/2009/06/24/002281069.shtml,"举世 公认 的 文化 巨星 ── 胡 适
",1
http://cul.anhuinews.com/system/2009/06/24/002281068.shtml,"现代 画坛 的 一 代 宗师 ── 黄宾虹
",1
http://cul.anhuinews.com/system/2009/06/24/002281072.shtml,"徽学 百 家 —— 程敏 政
",1
http://cul.anhuinews.com/system/2009/06/24/002281071.shtml,"徽学 百 家 —— 黄 士陵
",1
http://cul.anhuinews.com/system/2009/06/24/002281070.shtml,"徽学 百 家 —— 胡 正言
",1
http://cul.anhuinews.com/system/2009/06/24/002281076.shtml,"徽学 百 家 —— 汪 机
",1
http://cul.anhuinews.com/system/2009/06/24/002281075.shtml,"徽学 百 家 —— 胡 天柱
",1
http://cul.anhuinews.com/system/2009/06/24/002281074.shtml,"郑 复光
",1
http://cul.anhuinews.com/system/2009/06/24/002281073.shtml,"吴 鲁衡
",1
http://cul.anhuinews.com/system/2009/06/24/002281079.shtml,"徽学 百 家 —— 胡 正言
",1
http://cul.anhuinews.com/system/2009/06/24/002281078.shtml,"女 散文家 —— 苏 雪林
",1
http://cul.anhuinews.com/system/2009/06/24/002281077.shtml,"徽学 百 家 —— 方腊
",1
http://cul.anhuinews.com/system/2009/06/24/002281082.shtml,"徽学 百 家 —— 朱 升
",1
http://cul.anhuinews.com/system/2009/06/24/002281081.shtml,"徽学 百 家 —— 陈 岩撰
",1
http://cul.anhuinews.com/system/2009/06/24/002281080.shtml,"徽学 百 家 —— 许 国
",1
http://cul.anhuinews.com/system/2009/06/24/002281083.shtml,"徽学 百 家 —— 俞 正燮
",1
