url,segments
http://news.163.com/16/1216/11/C8DFAFMP00018AOP.html,"停止 “ 徽 文化 ” 的 “ 异地 保护 ”
"
http://news.163.com/16/1210/14/C7UAMRR3000187V5.html,"30 余 位 中外 书画家 皖南 体验 “ 徽 文化 ”
"
http://www.ah.xinhuanet.com/20161214/3576901_c.html,"30 余 位 中外 书画家 安徽 体验 “ 徽 文化 ”
"
http://news.163.com/16/1129/10/C71J7CQL000187VI.html,"黄山 : “ 活 态 ” 传承 徽 文化
"
"http://stock.eastmoney.com/news/1354,20161209691914768.html","黄山旅游 : 旅游 与 徽 文化 融合
"
http://v.ifeng.com/news/society/201610/017002e4-89ca-11e6-9b3a-002590c2aaeb.shtml,"安徽 徽 文化 博物馆 : 梦 回 古 徽州
"
http://news.sina.com.cn/c/2016-10-01/doc-ifxwmamz0165378.shtml,"徽州 古城 今日 人气 旺 游客 看 大戏 游 古街 品 徽 文化
"
http://news.xinhuanet.com/city/2016-09/28/c_129303683.htm,"唤醒 徽 文化 “ 活化石 ”
"
http://finance.qq.com/a/20160928/012414.htm,"徽 文化 沙龙 解密 徽商 之 道
"
http://ah.people.com.cn/n2/2016/1207/c351992-29427308.html,"黄山市 屯溪区 黎 阳 镇 : 加快 徽 文化 传统 旅游 产业 发展
"
http://news.21cn.com/caiji/roll1/a/2016/0924/14/31570113.shtml,"合肥 万 达 城 24日 开业 徽 文化 遇 上 世界级 娱乐
"
http://finance.sina.com.cn/roll/2016-09-24/doc-ifxwermp3788476.shtml,"合肥 万 达 城 盛 大 开业 徽 文化 特色 鲜明
"
http://fj.china.com.cn/p/251971.html,"行走 徽 杭 古道 体验 徽州 文化
"
http://cs.zjol.com.cn/system/2016/11/27/021382288.shtml,"走 进 徽 杭 古道 品味 徽州 文化
"
http://news.hfhouse.com/html/2486089.html,"【 宝利 丰 广场 】 11月 进度 徽 文化 街区 全面 建设
"
http://365jia.cn/news/2016-11-15/351360F99DB3A22D_2.html,"各类 卡通 包公 亮相 地铁 1 号 线 合肥 首 列 主题 专列 尽显 “ 徽 文化 ”
"
http://news.ifeng.com/a/20160930/50050551_0.shtml,"万 达 徽 文化 主题 乐园 大门 正式 开启 , 探秘 旅程 必不可少 !
"
http://www.ah.xinhuanet.com/edu/zhuanti/jyzxzxd/20161019/3493562_c.html,"歙县 : 传统 徽 文化 与 现代 精神文明 的 融合
"
http://news.163.com/16/0820/19/BUUGR4VK000146BE.html,"近 40 位 海外 文化 侨社 负责人 赴皖 体验 “ 徽 文化 ”
"
http://www.scxxb.com.cn/html/2016/stny_1025/219245.html,"安徽 卢 村 : 保护 徽 文化 建设 新 农村 全力 打造 中国 美丽 休闲 乡村 样板
"
http://news.cctv.com/2016/10/04/VIDEbe3TfBkrYCFmh2mm8Tdu161004.shtml,"[ 看 东方 ] 安徽 徽 文化 博物馆 : 梦 回 古 徽州
"
http://news.cctv.com/2016/10/03/VIDEcx6m1FZ7BxGHl2Dfw3vd161003.shtml,"[ 东方 新闻 ] 安徽 徽 文化 博物馆 : 梦 回 古 徽州
"
http://news.163.com/16/0818/09/BUOAB42200014AED.html,"学子 体验 徽 文化
"
http://www.huaxia.com/xtzx/xcyw/2016/09/5002742.html,"一 次 徽 文化 的 探寻 之 旅 —— 随 访 台湾 基层 人士 参访 团 来 宣 考察 侧记
"
http://news.163.com/16/0810/10/BU3ORCTI00014AED.html,"体验 徽 文化
"
http://paper.people.com.cn/rmrbhwb/html/2016-08/05/content_1701256.htm,"海归 人士 子女 体验 “ 徽 文化 ” - 人民日报 海外版 - 人民网
"
http://news.163.com/16/0804/10/BTKB4U3V00014SEH.html,"贴身 保护 徽 文化 “ 活化石 ”
"
http://news.163.com/16/0801/21/BTDQFHNT00014JB6.html,"海归 人士 子女 体验 “ 徽 文化 ”
"
http://365jia.cn/news/2016-09-24/0791BF6B617FAD97.html,"合肥 庐江 三 食 六 巷 美食街 正式 开 街 打造 徽 文化 旅居 胜地
"
http://www.taiwan.cn/local/anhui/dongtaixinwen/201609/t20160912_11566347.htm,"皖 、 鄂 两 省 青年 台胞 到 歙县 考察 徽 文化
"
http://news.xinhuanet.com/house/hf/2016-07-15/c_1119226261.htm,"雍锦 会客厅 首 期 开讲 徽 文化 传播者 君豪 带 你 用 创意 镌刻 人生
"
http://difang.gmw.cn/newspaper/2016-09/07/content_115984579.htm,"杨 丽萍 : 将 舞蹈 元素 和 徽州 文化 的 魅力 结合 好
"
http://auto.ifeng.com/chengdu/shangqing/2016070610124.shtml,"蔚 揽 旅行 轿车 280 T S I 带 您 领略 徽州 文化
"
http://www.ahwang.cn/hefei/20160902/1556198.shtml,"巢湖 学院 大学生 赴 歙县 考察 徽 文化
"
http://www.eastobacco.com/luyanshichuang/201608/t20160829_409179.html,"“ 红方 印 ” 中 的 徽 文化
"
http://www.taiwan.cn/local/anhui/dongtaixinwen/201608/t20160816_11539265.htm,"2016 台湾 青年 学生 徽 文化 夏令营 在 滁州市 开营
"
http://news.ifeng.com/a/20160712/49337760_0.shtml,"花为媒 唱 响 徽 文化 塑 品牌 做好 徽 文章
"
http://www.chinaqw.com/hwjy/2016/07-20/95977.shtml,"海外 华裔 青少年 赴 安徽 黄山 感知 徽州 文化
"
http://news.xinhuanet.com/mrdx/2016-07/28/c_135547039.htm,"徽州 文化园 “ 徽州 记忆 ” 活动 剪影
"
http://ah.anhuinews.com/system/2016/11/09/007502064.shtml,"绩溪 举办 中国 徽菜 美食 文化 旅游节
"
http://www.ah.xinhuanet.com/20160728/3318438_c.html,"26 个 国家 青年 汉学家 来 安徽 考察 徽州 文化
"
http://news.163.com/16/0607/11/BOV355M500014AED.html,"“ 窗口 ” 传承 徽 文化
"
http://news.163.com/16/0603/11/BOKPBHO700014JB6.html,"古 民居 保护 的 黄山 “ 模式 ” : 守 住 徽 文化 “ 筋骨肉 ”
"
http://epaper.anhuinews.com/html/ahsb/20160725/article_3468619.shtml,"创 文 旅 新 格局 传 中华 徽 文化
"
http://www.edu777.com/jiaoyu/22737.html,"第八 届 全国 “ 徽 文化 ” 研究生 暑期 学校 开学
"
http://news.163.com/16/0527/11/BO2O1QKP00014AEE.html,"徽州 私人 藏书 贡献 徽 文化 发展 ( 图 )
"
http://epaper.hf365.com/sqb/gxxw/html/2016-07/14/content_214689.htm,"感受 徽 文化 走 进 博物馆
"
http://money.163.com/16/0521/03/BNIEJLBP00253B0H.html,"推动 徽 文化 走向 世界
"
http://www.soupu.com/news/684425,"合肥 万 达 城门 票 发布 ! 218 元 如何 玩 转 徽 文化 乐园
"
http://news.cctv.com/2016/06/25/VIDE3acyP5kFhRWoTsE1rNTZ160625.shtml,"[ 安徽 新闻 联播 ] 新 创 黄梅戏 《 不 越 雷池 》 : 融通 廉政 传统 与 徽 文化
"
http://www.ah.xinhuanet.com/20170106/3610948_c.html,"首 届 《 徽 文化 论坛 》 暨 "" 安徽 地域 文化 与 统战 工作 "" 研讨会 召开
"
http://www.ahwang.cn/ent/20160728/1544899.shtml,"26 个 国家 青年 汉学家 来 安徽 考察 徽州 文化 ( 图 )
"
http://www.ah.chinanews.com/news/2016/0829/13524.shtml,"李 修松 会见 “ 文化 使者 ” 代表团
"
http://ah.anhuinews.com/system/2016/08/22/007442654.shtml,"王 信 出席 “ 文化 中国 之 旅 ” 安徽 行 启动 仪式
"
http://news.ifeng.com/a/20160607/48933329_0.shtml,"协商 聚 力 , 更 好 留住 徽 文化 根脉
"
http://www.ahtv.cn/c/2016/0626/00803382.html,"新创 黄梅戏 《 不 越 雷池 》 : 融通 廉政 传统 与 徽 文化
"
http://news.163.com/16/0513/11/BMUMNC2K00014AEE.html,"鲍 家 花园 之 徽 文化 古风 今 传 ( 组图 )
"
http://news.163.com/16/0512/10/BMS22HIC00014AEE.html,"歙县 徽班 纪念馆 展示 、 传承 徽 文化 ( 图 )
"
http://ah.people.com.cn/n2/2016/0627/c358326-28570334-2.html,"“ 端 ” 行 皖江 抵达 宜城 品 黄梅调 探 徽 文化
"
http://money.163.com/16/0501/13/BLVVHIP900253B0H.html,"黄山 市委 书记 : 让 徽州 文化 留 下来 活 起来 , 是 义不容辞 的 责任
"
http://finance.qq.com/a/20160419/050426.htm,"黄山旅游 : “ 黄山 ( 景区 ) + 徽 文化 ” 双 I P 资源 呼之欲出
"
http://jiangsu.china.com.cn/html/2016/ahnews_0601/5769533.html,"街口 镇 传承 徽 文化 , 徽剧 进 校园
"
http://difang.gmw.cn/newspaper/2016-05/31/content_112861675.htm,"我市 “ 本土 ” 徽 文化 创意 纪念品 喜 获 全国 大奖
"
http://epaper.anhuinews.com/html/jhsb/20160531/article_3438848.shtml,"用 石雕 续 写 “ 徽 文化 ”
"
http://ah.anhuinews.com/system/2016/05/30/007368373.shtml,"黄山 徽 文化 纪念品 喜 获 全国 大奖
"
http://www.newshs.com/tvnews/news/2016/5/26/1464226932175.shtml,"简讯 : 黄山 学院 开展 “ 徽 文化 进 大位 ” 活动
"
http://www.ah.xinhuanet.com/20160518/3149347_c.html,"“ 千古黟 技 匠人 圣地 ” 徽 文化 体验 传承 项目 落户 西 递
"
http://difang.gmw.cn/newspaper/2016-05/20/content_112607985.htm,"让 徽 文化 走 出去 活 起来
"
http://www.newshs.com/tvnews/news/2016/5/16/1463360859241.shtml,"“ 徽 文化 ” 精彩 亮相 2016 深圳 文博 会
"
http://news.21cn.com/caiji/roll1/a/2016/0329/22/30839167.shtml,"“ 徽 文化 ” 首部 百科全书 式 工具书 问世
"
http://www.ah.xinhuanet.com/20160505/3111612_c.html,"“ 徽 文化 ” 本月 12日 起 将 亮相 深圳 文博 会
"
http://money.163.com/16/0328/12/BJ8BSHIE00254TI5.html#from=keyscan,"安徽 黄山乡 村 旅游节 启幕 “ 徽 文化 ” 遇见 “ 新 时尚 ”
"
http://www.ah.xinhuanet.com/2016-05/01/c_1118781743.htm,"合肥 蜀山 区 井 岗镇 举办 徽 文化 培训班
"
http://www.newshs.com/t/e/d/2016-5-6/1462494663338.shtml,"歙县 三阳 镇 : 探寻 徽 杭 古道 , 挖掘 和 保护 徽 文化
"
http://www.ah.xinhuanet.com/2016-04/25/c_1118723846.htm,"黟县 谋划 打造 “ 匠人 圣地 ” 传承 徽 文化
"
http://sports.eastday.com/s/20160418/u1ai9306274.html,"歙(s hè ) 县 坡 山村 : 徽 文化 风光 拍摄 最佳 位置
"
http://365jia.cn/news/2016-04-24/9161015EBE91FC92_2.html,"放弃 “ 铁饭碗 ” 南下 做 印刷 强 抓 设计 欲与 徽 文化 融合 并 进
"
http://www.huaxia.com/hs-tw/htwl/2016/03/4785541.html,"兴 泽 基金会 代表 台胞 何 元吉 先生 一 行 到 歙县 考察 徽 文化
"
http://wuhu.house.sina.com.cn/news/2016-04-15/15516126647792254646028.shtml,"重塑 古镇 徽 文化 新华 联 拟 斥 巨资 弘扬 黄梅戏
"
http://www.ah.xinhuanet.com/2016-04/06/c_1118545795.htm,"黄山 设 徽 文化 网络 技术 研究 中心
"
http://epaper.hf365.com/jhcb/html/2016-04/10/content_189050.htm,"遇见 “ 金水 坊 ” 邂逅 徽 文化
"
http://cul.qq.com/a/20160325/024198.htm,"徽州 文化 的 智慧 表征 : 遍布 村落 的 徽派 建筑
"
http://www.newshs.com/t/a/2016-3-30/1459302300715.shtml,"《 徽州 文化 大 辞典 》 首发式 举行
"
http://jingji.sports.cn/zonghe/other/2016/0329/161400.html,"黄山 市委 书记 任 泽锋谈' 旅游 +' 及 徽 文化 保护
"
http://www.ahwang.cn/zbah/20160329/1506664.shtml,"黄山 今天 发行 《 徽州 文化 大 辞典 》
"
http://news.ifeng.com/a/20160611/48954406_0.shtml,"联谊会 助力 徽 文化 传承
"
http://news.163.com/16/0205/09/BF24OI9I00014AED.html,"影视 镜头 里 的 “ 徽 文化 ” ( 图 )
"
http://finance.qq.com/a/20160201/011024.htm,"黄山旅游 : 餐饮 融入 徽 文化 , 酒店 改造 迎合 消费 升级
"
http://365jia.cn/news/2016-02-02/968CC23B991FA4C6.html,"徽 晚 临时 调档 提前 至 本周 五丫 蛋 王 小利 新作 融合 徽 文化 图
"
http://www.ah.xinhuanet.com/2016-01/28/c_1117926905.htm,"黄山 创新 推动 徽 文化 保护 传承
"
http://zgsc.china.com.cn/jianghuai/whys/2016-01-29/459320.html,"黄山 推动 徽 文化 保护 传承 继续 推进 徽州 古建筑 保护 工程
"
http://news.wehefei.com/system/2016/01/26/010625215.shtml,"合肥 “ 银发 ” 旗袍 队 一 年 百 余 场 走 秀 宣传 徽 文化
"
http://ah.anhuinews.com/system/2016/01/25/007192771.shtml,"传承 ""徽 骆驼 "" 再 耀 徽 文化
"
http://www.scio.gov.cn/dfbd/dfbd/Document/1460493/1460493.htm,"海外 华裔 青少年 在皖 体验 徽 文化
"
http://money.163.com/14/1224/21/AE8SFQ3100254TI5.html#from=keyscan,"安徽 合肥 徽 文化街 上 的 平安夜 : 东西方 文化 的 和谐 融合
"
http://www.chinaqw.com/gqqj/2015/06-08/52453.shtml,"安徽 侨联 会见 澳洲 侨领 冀 做 徽 文化 海外 传播 使者
"
http://work.kids21.cn/dfcz/ahsdfcz/201505/t20150505_331832.htm,"徽州区 岩寺 镇 中心 学校 开展 徽 文化 修 学游
"
http://news.hefei.cc/2013/1113/022964674.shtml,"合肥 蜀山 源泉 徽 文化 博物馆 徽州 木雕 展 彰显 徽 文化
"
http://www.newshs.com/a/20130927/00180.htm,"是 保护 徽 文化 还是 兜售 古建筑 ?
"
http://www.legaldaily.com.cn/police_and_frontier-defence/content/2012-07/09/content_3691092.htm?node=23300,"安徽 黄山 边检站 利用 驻地 徽 文化 资源 深化 主题 教育
"
http://ah.anhuinews.com/system/2013/04/14/005587912.shtml?xbtkufuvhfrgwzfk,"中国 ( 宣城 ) 徽 文化 展示 基地 项目
"
http://www.ahwang.cn/anhui/2011/1005/1089773.shtml,"尝 徽菜 连 称 六 次 “ v e r y g o o d ” 骆家辉 盛赞 徽 文化
"
http://www.newshs.com/a/20110504/00196.htm,"总 投资 45亿 徽州 文化 艺术 长廊 项目 “ 胎动 ” ( 香港 商报 )
"
http://ex.cssn.cn/wh/wh_hdzl/201610/t20161004_3223935.shtml,"徽州 文化 “ 飘香 ” 羊城
"
http://news.sina.com.cn/o/2003-09-15/0917753675s.shtml,"徽 文化 醉 了 两 老外
"
http://news.163.com/15/1026/23/B6T187FK00014AED.html,"哈尔滨市 至 黄山市 航线 开通 3 个 小时 即 可 感受 徽州 文化 ( 组图 )
"
http://news.163.com/15/1023/09/B6JQ6R1R00014AED.html,"打 好 “ 徽菜 ” 牌 传播 徽 文化
"
http://news.163.com/15/1016/09/B61O8AHF00014AED.html,"徽 文化 展露 “ 新 生态 ” ( 图 )
"
http://news.163.com/15/1005/08/B55CI0QP00014AED.html,"吴 笑梅 : 免费 传授 剪纸 技艺 弘扬 徽 文化 ( 图 )
"
http://news.163.com/15/0918/09/B3PMVH3L00014AED.html,"瓷都 感受 徽 文化 ( 图 )
"
http://news.163.com/15/0827/16/B21O4D3E00014SEH.html,"体验 徽 文化 架 起 友谊 桥 —— 2015年 台湾 青年 学生 徽 文化 夏令营 闭 营 ( 图 )
"
http://news.163.com/15/0811/09/B0NRGMMQ00014AED.html,"老街 “ 新 ” 客栈 延续 “ 徽 文化 ”
"
http://money.163.com/15/0714/18/AUGNGMND00254TI5.html,"七国 师生 走 进 安徽 感受 徽 文化 魅力
"
http://gb.cri.cn/43871/2015/06/26/7751s5009931.htm,"徽墨 与 歙砚 : 笔尖 上 的 徽 文化 ( 高 清 组图 )
"
http://news.ifeng.com/a/20151224/46816328_0.shtml,"海外 华裔 青少年 零 距离 体验 徽 文化
"
http://news.163.com/15/0615/07/AS4S023800014AED.html,"纪 连 海 黄山 自驾游 : “ 爱国 ” 是 徽 文化 核心 之一
"
http://news.163.com/15/0612/07/ART3RN4B00014AED.html,"徽州 优秀 传统 文化展 将 开展 100 多 件 展品 诠释 徽 文化 ( 组图 )
"
http://news.163.com/15/0518/15/APTIPLDJ00014AEE.html,"徽 文化 元素 精彩 亮相 第十一 届 文博 会
"
http://news.163.com/15/0509/10/AP5TTUAC00014JB6.html,"话剧 《 徽商 传奇 》 亮相 国家 大 剧院 演绎 "" 徽商 徽 人 徽 文化 ""
"
http://news.163.com/15/0429/17/AOCRPT4U00014AED.html,"“ 把 徽 文化 带 到 更 大 舞台 上 ” ( 图 )
"
http://gb.cri.cn/43871/2015/05/25/5631s4973544.htm,"【 非遗 】 石 与 刀 的 碰撞 : 凝固 徽 文化 符号 的 徽州 石雕
"
http://news.163.com/15/0409/11/AMOMHPHQ00014AED.html,"“ 徽 文化 ” 将 集中 亮相 北京城 ( 图 )
"
http://www.chinadaily.com.cn/hqjs/zjtw/2015-05-12/content_13684266.html,"台湾 屏东 县 乡 里 长 安徽 参访 团 到 歙县 感受 徽 文化
"
http://news.163.com/15/0401/15/AM4IV4J300014Q4P.html,"这个 春天 , 到 徽州 体验 独特 徽 文化
"
http://www.chinadaily.com.cn/hqcj/xfly/2015-03-26/content_13441041.html,"感受 徽 文化 体验 慢 生活 组图
"
http://news.xinhuanet.com/photo/2015-03/25/c_127620269.htm,"感受 徽 文化 体验 慢 生活
"
http://news.ifeng.com/a/20150831/44556462_0.shtml,"文博 蜀山 分会场 主打 “ 徽 文化 ”
"
http://news.xinhuanet.com/legal/2015-03/07/c_127553871.htm,"让 徽 文化 化解 庭上 恩怨
"
http://news.163.com/15/0213/09/AIATGKC300014JB6.html,"徽 文化 展览 走 进 台北 ( 图 )
"
http://news.163.com/15/0211/10/AI5R2HRD00014AED.html,"黄山 创建 徽 文化 研 学 旅行 基地
"
http://www.chinadaily.com.cn/hqcj/xfly/2015-02-08/content_13199950.html,"徽 文化 研 学 旅行 实践 教育 基地 在 黄山市 创建
"
http://news.163.com/15/0206/09/AHOTCFF100014AED.html,"“ 徽 文化 ” 浸润 羊年 春晚 ( 图 )
"
http://www.chinadaily.com.cn/hqcj/xfly/2015-02-04/content_13177599.html,"创建 徽 文化 研 学 旅行 实践 教育 基地 研讨会 圆满 举行
"
http://news.163.com/15/0204/07/AHJHON8100014AED.html,"安徽省 将 实施 职业 教育 “ 徽 文化 传承 工程 ”
"
http://news.sina.com.cn/o/2014-12-26/063931329766.shtml,"古 徽州 文化 旅游区 览 徽州 文化 的 胜地
"
http://news.163.com/14/1225/12/AEAEVSCP00014AED.html,"逛 后街 品味 徽 文化 ( 图 )
"
http://news.xinhuanet.com/yzyd/local/20141210/c_1113594173.htm,"台盟 中央委员 陈 宜安 来安 徽 歙县 考察 徽 文化
"
http://news.163.com/14/1107/17/AAFDFBO600014JB6.html,"美国 驻 上海 新科 总领事 : 徽 文化 令 人 印象 深刻
"
http://www.newskj.org/kxzc/2015123143276.html,"安徽省 徽学 学会 学术 年会 暨 “ 传统 与 变迁 : 徽 文化 与 当代 中国 ” 学术 ...
"
http://www.newshs.com/tvlife/farmer/2015/12/23/1450832138569.shtml,"传承 徽 文化 第二 届 徽州 民歌 大赛 举行
"
http://edu.gmw.cn/newspaper/2015-08/09/content_108447493.htm,"德国 中学生 来 肥 体验 徽 文化
"
http://www.newshs.com/t/a/2015-12-21/1450681266346.shtml,"徽 文化 移动 互联 技术 研究 中心 成立
"
http://news.163.com/14/1007/00/A7TPHUJE00014AEF.html,"婺源 : 徽 文化 度假 宅院 跑 火
"
http://www.chinaqw.com/zhwh/2015/07-17/57337.shtml,"安徽 黄梅戏 走 进 新西兰 海外 弘扬 “ 徽 文化 ” ( 图 )
"
http://news.163.com/14/0917/12/A6BINQ0D00014AED.html,"法国 艺术家 体验 徽 文化 ( 图 )
"
http://cpc.people.com.cn/pinglun/n/2014/0915/c241220-25664305.html,"“ 徽 文化 ” 当 扛 起 “ 五 个 一 工程 ” 这 面 旗
"
http://tv.people.com.cn/n/2015/0630/c150721-27232160.html,"胡 家迅 : 以 徽 文化 和 体育 旅游 来 扩大 徽 杭 古道 的 影响力
"
http://www.newshs.com/t/e/b/2015-11-2/1446446831151.shtml,"徽州区 潜 口 镇 : 唐 模 景区 被 评为 首 个 省级 徽 文化 研 学 基地
"
http://www.newshs.com/a/20151027/00146.htm,"【 音频 】 “ 徽商 、 徽班 、 徽 文化 ” 论坛 在 黄山市 举行
"
http://house.hexun.com/2015-08-18/178401360.html,"芜湖 伟 星 和 院 : 千 年 徽 文化 的 现代 传承 | 组图
"
http://www.ah.xinhuanet.com/2015-08/17/c_1116279422.htm,"合肥 版 夫子庙 ! 裕 丰 花市 徽 文化 成气候
"
http://zgsc.china.com.cn/jixi/tswh/2015-10-15/413389.html,"绩溪 —— 沉甸甸 的 “ 徽 文化 博物馆 ”
"
http://news.ifeng.com/a/20150204/43094904_0.shtml,"“ 徽 文化 ” 、 “ 非 遗 ” 将 走 进 职教 课堂
"
http://www.ahwang.cn/zbah/20151002/1457377.shtml?new1,"黄山 徽 文化 及 乡村 景点 吸引 大量 游客 ( 图 )
"
http://news.xinhuanet.com/yzyd/local/20140808/c_1111991190.htm,"台胞 何 元吉 到 故乡 安徽 歙县 考察 徽 文化
"
http://finance.ifeng.com/a/20140805/12865684_0.shtml,"海外 优秀 学生 参与 “ 奖 学之 旅 ” 领略 徽 文化
"
http://news.163.com/14/0725/15/A20Q4UOA00014AED.html,"《 大黄山 》 展示 徽 文化 之 美
"
http://news.wehefei.com/system/2015/09/06/010519757.shtml,"台湾 连续 5 年 成 安徽 入境 旅游 最 大 客源 地 游客 体验 徽 文化
"
http://finance.ifeng.com/a/20140708/12677640_0.shtml,"港澳台 10 所 高校 学生 来皖 研习 徽 文化
"
http://www.huaxia.com/qqla/gdrd/2014/12/4188965.html,"徽州 文化 旅游区 入选 国家 旅游局 最 新 一 批 5 A 景区
"
http://www.newshs.com/a/20150807/00144.htm,"歙县 七 位 教师 获 “ 徽 文化 特色 人才 ” 征文 奖
"
http://ah.people.com.cn/BIG5/n/2015/0906/c227573-26255874.html,"台灣 連續 5 年 成 安徽 入境 旅游 最 大 客源 地 游客 體驗 徽 文化
"
http://www.ahtv.cn/c/2015/0526/00516399.html,"- 黄山 : 骑 行 新安江 感受 徽 文化
"
http://www.caigou2003.com/tender/notice/332856.html,"徽 文化 博物馆 工作服 采购 项目 ( 二 次 ) 询价 公告
"
http://edu.gmw.cn/newspaper/2015-03/02/content_104801202.htm,"宣 文化 与 徽 文化 之 比较 ● 陆 再奇
"
http://news.163.com/14/0509/09/9RPSVG3600014AED.html,"“ 徽 文化 风景线 ” 亮相 黄山 街头
"
http://news.163.com/14/0508/20/9ROI1OH100014JB5_all.html,"“ 中国 徽 文化 ” 图片展 亮相 巴黎 ( 高 清 组图 ) ( 全文 )
"
http://news.163.com/14/0508/09/9RND95A600014AED.html,"黄山 徽州 文化 旅游 集团 主题 活动 成功 举行
"
http://news.xinhuanet.com/culture/2014-05/08/c_126474792.htm,"“ 中国 徽 文化 ” 图片展 亮相 巴黎 图
"
http://money.163.com/14/0508/03/9RMNLCU600254TI5.html#from=keyscan,"中国 徽 文化 图片展 在 巴黎 亮相
"
http://news.163.com/14/0508/03/9RMN9JFC00014Q4P.html,"“ 徽 文化 ” 倾倒 巴黎 ( 图 )
"
http://www.ah.xinhuanet.com/2015-04/09/c_1114919618.htm,"白 湖 监狱 : 举办 “ 徽 文化 与 监狱 文化 建设 发展 ” 研讨 交流会
"
http://news.xinhuanet.com/world/2014-05/07/c_1110574906.htm,"令 人 难以 拒绝 的 邀约 —— 记 “ 中国 徽 文化 ” 图片展 亮相 巴黎
"
http://news.xinhuanet.com/world/2014-05/07/c_1110572755.htm,"“ 中国 徽 文化 ” 图片展 亮相 巴黎
"
http://news.wehefei.com/system/2015/06/12/010453368.shtml,"徽州 传统 文化展 将 安徽 博物院 开展 大量 展品 诠释 徽 文化
"
http://news.gmw.cn/newspaper/2015-02/05/content_104359646.htm,"徽 文化 研 学 旅行 实践 教育 基地 创建
"
http://travel.people.com.cn/n/2015/0204/c41570-26508325.html,"创建 徽 文化 研 学 旅行 实践 教育 基地 研讨会 在 黄山 举行
"
http://365jia.cn/news/2015-05-04/D8A770A51080B735.html,"“ 大咖 ” 聚首 科大 畅谈 青春 梦想 联想 C E O 邀 大家 感受 徽 文化
"
http://www.newshs.com/a/20150527/00160.htm,"新华社 高级 记者 张 严平 采风 徽 文化
"
http://auto.yznews.com.cn/2015-05/20/content_5525323.htm,"徽 文化 二日 游 金 澳 奥迪 车主 自 驾 招募
"
http://news.ifeng.com/a/20140912/41960435_0.shtml,"徽 文化 交易 中心 或 现身 高铁 站 北 广场
"
http://epaper.hf365.com/hfrb/html/2015-05/05/content_97364.htm,"“ 徽商 徽 人 徽 文化 ” 荡气回肠
"
http://news.newsxc.com/folder20/folder152/2015-05-04/222956.html,"徽 文化 与 歙砚 雕刻 艺术 —— 姜 和平
"
http://news.163.com/14/0401/11/9OO9A1DA00014AED.html,"中外 学子 感受 徽 文化 ( 图 )
"
http://www.newshs.com/a/20150430/00186.htm,"( 图 ) 徽州区 岩寺 镇 中心 学校 开展 “ 感受 春天 感受 徽 文化 ” 活动
"
http://www.newshs.com/a/20150415/00150.htm,"( 图 ) 渔 梁 古街 游人如织 徽州 文化 倍受 青睐
"
http://www.wenming.cn/syjj/dfcz/ah/201502/t20150204_2438466.shtml,"黄山 : 传承 徽州 文化 实施 文化 惠民
"
http://culture.ifeng.com/gundong/detail_2014_03/11/34653201_0.shtml,"安徽省 油画 作品 晋 京 邀请 展徽 文化 展示 中心 开幕
"
http://epaper.hf365.com/hfrb/html/2015-04/03/content_89467.htm,"传播 徽 文化 重塑 “ 徽班 ” 精神
"
http://news.163.com/14/0305/17/9MJC5AU000014AED.html,"跟随 环 泰 细品 徽 文化 、 大黄山
"
